Filename: /home/dev/scikit_learn_data/20news_home/20news-bydate-train/rec.sport.baseball/104319
Truth category: 1 (rec.sport.baseball)
Assigned cluster: 3 (game team player year hit basebal pitch win run pitcher)

Raw data:
============ START RAW ==========================
From: brian@meaddata.com (Brian Curran)
Subject: TIGER STADIUM GIF?
Organization: Mead Data Central, Dayton OH
Lines: 9
Distribution: world
NNTP-Posting-Host: taurus.meaddata.com

Does anybody have a GIF of the Tiger Stadium seating chart?  Thanks!
-- 
------------------------------------------------------------------------------
Brian Curran                 Mead Data Central              brian@meaddata.com 
------------------------------------------------------------------------------
             "I didn't think I should've been asked to catch
	              when the temperature was below my age."
               - Carlton Fisk, Chicago White Sox catcher, 
              on playing during a 40-degree April ball game

========== END RAW ============================

Preprocessed:
============ START PREPROCESSED =================
 tiger stadium gif      anybodi gif tiger stadium
seat chart thank     didn't think should'v ask
catch temperatur age carlton fisk chicago white
sox catcher play degre april ball game
========== END PREPROCESSED =====================


Feature vector (sorted, non-zero values only):
Term, Index, Value:
tiger, 8928, 0.38603078763
stadium, 8300, 0.384507061249
gif, 3869, 0.305500085922
fisk, 3507, 0.257092225995
carlton, 1524, 0.239523074606
chart, 1674, 0.232009194674
seat, 7748, 0.2104884305
temperatur, 8773, 0.197957675221
catch, 1556, 0.191507377078
catcher, 1557, 0.186675254554
chicago, 1701, 0.18184313203
degre, 2491, 0.167932362493
sox, 8162, 0.167170499303
age, 328, 0.161916773972
white, 9737, 0.155102383474
april, 595, 0.150304033389
anybodi, 552, 0.147135633922
ball, 877, 0.141526415426
ask, 689, 0.125339454431
didn, 2625, 0.120880014551
play, 6681, 0.119339902766
game, 3761, 0.109691367362
thank, 8832, 0.101340312735
think, 8871, 0.0828794407045
