Filename: /home/dev/scikit_learn_data/20news_home/20news-bydate-test/talk.religion.misc/84291
Truth category: 3 (talk.religion.misc)
Assigned cluster: 0 (space orbit like use launch know moon think time shuttl)

Raw data:
============ START RAW ==========================
From: dfranich@saturn.sdsu.edu (David Franich)
Subject: Re: New Religion Forming -- Sign Up
Organization: San Diego State University, College of Sciences
Lines: 20
NNTP-Posting-Host: saturn.sdsu.edu
X-Newsreader: TIN [version 1.1 PL9]

Andrew Bulhak (ins559n@aurora.cc.monash.edu.au) wrote:
: Jim Kasprzak (kasprj@isaac.its.rpi.edu) wrote:
: : In article <=4z5wqc@rpi.edu>, weinss@rs6101.ecs.rpi.edu (Stephen Andrew Weinstein) writes:
: :  So what is Kibology? Chopped liver?
: Kibo Himself summed it up by saying "Kibology is not just a religion, it is
: also a candy mint ... and a floor wax." I personally think that it is more
: like Spam Clear.
: :   

I'm presently searching for enlightenment, answers to the unanswerable,
a certain amount of direction without actually going anywhere.
Could Kibology be it?  I don't know enough about Kibology and wish that
someone can help me.
After I've spread my ninth tube of anchovy paste on my living room
wall to creat my own form of art I need some higher authority to 
turn towards to give my life some meaning.  Maybe Kibology is the
answer.  It's either that or I go out to the store and buy up another
case of anchovy paste.
 


========== END RAW ============================

Preprocessed:
============ START PREPROCESSED =================
 new religion form sign         kibolog chop liver
kibo sum say kibolog religion also candi mint
floor wax person think like spam clear   i'm
present search enlighten answer unanswer certain
amount direct without actual go anywher could
kibolog don't know enough kibolog wish someon help
i'v spread ninth tube anchovi past live room wall
creat form art need higher author turn toward give
life mean mayb kibolog answer it either store buy
anoth case anchovi past
========== END PREPROCESSED =====================


Feature vector (sorted, non-zero values only):
Term, Index, Value:
kibolog, 5005, 0.736830290498
religion, 7261, 0.160079820291
past, 6456, 0.159812699028
form, 3610, 0.151485052407
kibo, 5004, 0.1473660581
wax, 9665, 0.143148923751
liver, 5311, 0.143148923751
spam, 8180, 0.139703274099
answer, 535, 0.139506581569
candi, 1488, 0.128248064651
enlighten, 3116, 0.120021096942
chop, 1721, 0.117919071391
floor, 3549, 0.113504042557
tube, 9142, 0.111991335378
sum, 8532, 0.10866722152
ninth, 6075, 0.105323452173
spread, 8265, 0.104328551378
anywher, 557, 0.102048833108
store, 8417, 0.095874909279
wall, 9619, 0.0955676057486
room, 7476, 0.0946745852574
search, 7746, 0.0924809662284
art, 660, 0.0924809662284
wish, 9801, 0.0875027054994
higher, 4293, 0.0867232651075
sign, 7946, 0.0859747018808
buy, 1433, 0.085792103835
author, 796, 0.0775330952867
present, 6837, 0.075636054087
turn, 9158, 0.0752160645649
creat, 2217, 0.0730594656275
clear, 1803, 0.0725116373944
direct, 2667, 0.0724218569371
life, 5260, 0.0695983821244
live, 5310, 0.0692923227923
certain, 1619, 0.0668733960716
mayb, 5564, 0.0661527324733
case, 1540, 0.0657080354686
person, 6562, 0.0629659738668
someon, 8124, 0.0617564617052
anoth, 533, 0.0609097357418
actual, 254, 0.0607641733993
mean, 5595, 0.0584044336181
help, 4249, 0.0555216749672
new, 6023, 0.055051442557
need, 5993, 0.0508128850989
say, 7653, 0.0479813719577
think, 8871, 0.0432837967093
don, 2811, 0.0428667562004
know, 5052, 0.0407075840789
like, 5272, 0.0397934766829
