Filename: /home/dev/scikit_learn_data/20news_home/20news-bydate-train/sci.space/61083
Truth category: 2 (sci.space)
Assigned cluster: 0 (space orbit like use launch know moon think time shuttl)

Raw data:
============ START RAW ==========================
From: mccall@mksol.dseg.ti.com (fred j mccall 575-3539)
Subject: Re: How many read sci.space?
Organization: Texas Instruments Inc
Lines: 16

In <1993Apr15.204210.26022@mksol.dseg.ti.com> pyron@skndiv.dseg.ti.com (Dillon Pyron) writes:


>There are actually only two of us.  I do Henry, Fred, Tommy and Mary.  Oh yeah,
>this isn't my real name, I'm a bald headed space baby.

Yes, and I do everyone else.  Why, you may wonder, don't I do 'Fred'?
Well, that would just be too *obvious*, wouldn't it?  Oh yeah, this
isn't my real name, either.  I'm actually Elvis.  Or maybe a lemur; I
sometimes have difficulty telling which is which.

-- 
"Insisting on perfect safety is for people who don't have the balls to live
 in the real world."   -- Mary Shafer, NASA Ames Dryden
------------------------------------------------------------------------------
Fred.McCall@dseg.ti.com - I don't speak for others and they don't speak for me.

========== END RAW ============================

Preprocessed:
============ START PREPROCESSED =================
 mani read sci space       actual two henri fred
tommi mari yeah isn't real name i'm bald head
space babi  yes everyon els wonder don't fred well
obvious wouldn't yeah isn't real name either i'm
actual elvi mayb lemur sometim difficulti tell
insist perfect safeti peopl don't ball live real
world mari shafer nasa ame dryden
========== END PREPROCESSED =====================


Feature vector (sorted, non-zero values only):
Term, Index, Value:
fred, 3666, 0.312087452422
mari, 5508, 0.293781380695
real, 7144, 0.286558654525
yeah, 9942, 0.278310197856
lemur, 5209, 0.21104710743
isn, 4783, 0.204094558443
bald, 874, 0.201672056226
elvi, 3057, 0.197951500688
actual, 254, 0.179171490715
babi, 847, 0.168526939556
difficulti, 2636, 0.163046044314
shafer, 7839, 0.161123711257
dryden, 2888, 0.158468104884
space, 8164, 0.158069245302
tommi, 8978, 0.157636318402
safeti, 7579, 0.145797892327
insist, 4673, 0.143733038357
ame, 465, 0.14001248282
sci, 7690, 0.129900927644
henri, 4258, 0.126754094049
don, 2811, 0.126398503935
sometim, 8128, 0.122497699345
perfect, 6538, 0.121809694564
obvious, 6185, 0.117807409853
head, 4215, 0.117611880784
wouldn, 9854, 0.116466673922
everyon, 3241, 0.111045950269
ball, 877, 0.108970102897
nasa, 5956, 0.104859355677
live, 5310, 0.102158953831
yes, 9951, 0.101495523015
wonder, 9821, 0.101169638856
mayb, 5564, 0.0975301977221
els, 3053, 0.0963246315975
world, 9841, 0.0933164827985
tell, 8767, 0.0910486943704
read, 7135, 0.0848162788381
mani, 5479, 0.0790346226512
peopl, 6530, 0.0755960690332
